slug,name,aliases,strain_type,lineage,dominant_terpene,aroma_notes,flavor_notes,terpenes,dominant_cannabinoid,potency_note,bud_structure,origin,summary,sources,confidence
frisian duck,Frisian Duck,,hybrid,,,citrus|sweet|woody,citrus|sweet|woody,,thc,WA flower lots test around 22% THC on average.,,Dutch Passion Seed Company,"Frisian Duck is a hybrid with flavors of citrus, sweet, woody.",Kushy cannabis-dataset|The Cannabis API (Piyush-Bhor)|WA I-502 state lab tests (dolthub/cannabis-testing-wa),0.65
frost,Frost,,hybrid,,pinene,pine|fresh|peppery|spicy,,pinene|caryophyllene|myrcene,thc,,,,Frost is a hybrid with Pinene-forward terpene profile.,Lab terpene assays (analytical360/sclabs/psilabs via Terpene-Profile-Parser),0.65
frostbite,Frostbite,,sativa,,,berry|earthy|skunk,berry|earthy|skunk,,thc,WA flower lots test around 15% THC on average.,,,"Frostbite is a sativa with flavors of berry, earthy, skunk.",Kushy cannabis-dataset|The Cannabis API (Piyush-Bhor)|WA I-502 state lab tests (dolthub/cannabis-testing-wa),0.65
frosted freak,Frosted Freak,,hybrid,,,floral|citrus|vanilla,floral|citrus|vanilla,,thc,WA flower lots test around 14% THC on average.,,,"Frosted Freak is a hybrid with flavors of floral, citrus, vanilla.",The Cannabis API (Piyush-Bhor)|WA I-502 state lab tests (dolthub/cannabis-testing-wa),0.65
frosty,Frosty,,indica,,,earthy|skunk|sweet,earthy|skunk|sweet,,thc,WA flower lots test around 13% THC on average.,,,"Frosty is an indica with flavors of earthy, skunk, sweet.",Kushy cannabis-dataset|The Cannabis API (Piyush-Bhor)|WA I-502 state lab tests (dolthub/cannabis-testing-wa),0.65
fruit loops,Fruit Loops,,hybrid,,,berry|lemon|sweet,berry|lemon|sweet,,thc,WA flower lots test around 23% THC on average.,,,"Fruit Loops is a hybrid with flavors of berry, lemon, sweet.",Lab terpene assays (analytical360/sclabs/psilabs via Terpene-Profile-Parser)|The Cannabis API (Piyush-Bhor)|WA I-502 state lab tests (dolthub/cannabis-testing-wa),0.65
fruit punch,Fruit Punch,,sativa,,,berry|skunk|sweet,berry|skunk|sweet,,thc,WA flower lots test around 19% THC on average.,,Heavyweight Seeds,"Fruit Punch is a sativa with flavors of berry, skunk, sweet.",Kushy cannabis-dataset|Lab terpene assays (analytical360/sclabs/psilabs via Terpene-Profile-Parser)|The Cannabis API (Piyush-Bhor)|WA I-502 state lab tests (dolthub/cannabis-testing-wa),0.65
fruit spirit,Fruit Spirit,,hybrid,,,blueberry|earthy|sweet,blueberry|earthy|sweet,,thc,WA flower lots test around 15% THC on average.,,,"Fruit Spirit is a hybrid with flavors of blueberry, earthy, sweet.",The Cannabis API (Piyush-Bhor)|WA I-502 state lab tests (dolthub/cannabis-testing-wa),0.65
fruity-widow,Fruity-widow,,hybrid,,,blueberry|sweet,blueberry|sweet,,thc,,,,"Fruity-widow is a hybrid with flavors of blueberry, sweet.",The Cannabis API (Piyush-Bhor),0.65
fruitylicious,Fruitylicious,,indica,,,blueberry|mint|sweet,blueberry|mint|sweet,,thc,,,Mandala Seeds,"Fruitylicious is an indica with flavors of blueberry, mint, sweet.",Kushy cannabis-dataset|The Cannabis API (Piyush-Bhor),0.65
full moon,Full Moon,,sativa,,,pungent|citrus|earthy,pungent|citrus|earthy|herbal|spicy,,thc,WA flower lots test around 16% THC on average.,,Sativa Seedbank,"Full Moon is a sativa with flavors of pungent, citrus, earthy.",Kushy cannabis-dataset|Lab terpene assays (analytical360/sclabs/psilabs via Terpene-Profile-Parser)|The Cannabis API (Piyush-Bhor)|WA I-502 state lab tests (dolthub/cannabis-testing-wa),0.65
funfetti,Funfetti,,hybrid,,,berry|earthy|woody,berry|earthy|woody,,thc,WA flower lots test around 17% THC on average.,,,"Funfetti is a hybrid with flavors of berry, earthy, woody.",Kushy cannabis-dataset|The Cannabis API (Piyush-Bhor)|WA I-502 state lab tests (dolthub/cannabis-testing-wa),0.65
funky-monkey,Funky-monkey,,indica,,,berry|earthy|grape,berry|earthy|grape|sweet,,thc,,,,"Funky-monkey is an indica with flavors of berry, earthy, grape.",Kushy cannabis-dataset|The Cannabis API (Piyush-Bhor),0.65
future,Future,,hybrid,,,citrus|diesel|earthy,citrus|diesel|earthy,,thc,WA flower lots test around 19% THC on average.,,Exotic Genetix,"Future is a hybrid with flavors of citrus, diesel, earthy.",Kushy cannabis-dataset|Lab terpene assays (analytical360/sclabs/psilabs via Terpene-Profile-Parser)|The Cannabis API (Piyush-Bhor)|WA I-502 state lab tests (dolthub/cannabis-testing-wa),0.65
g13 haze,G13 Haze,,hybrid,,,earthy|pine|sweet,earthy|pine|sweet,,thc,WA flower lots test around 18% THC on average.,,Soma Seeds,"G13 Haze is a hybrid with flavors of earthy, pine, sweet.",Kushy cannabis-dataset|Lab terpene assays (analytical360/sclabs/psilabs via Terpene-Profile-Parser)|The Cannabis API (Piyush-Bhor)|WA I-502 state lab tests (dolthub/cannabis-testing-wa),0.65
g13-diesel,G13-diesel,,hybrid,,,diesel|skunk|sweet,diesel|skunk|sweet,,thc,,,Head Seeds,"G13-diesel is a hybrid with flavors of diesel, skunk, sweet.",Kushy cannabis-dataset|The Cannabis API (Piyush-Bhor),0.65
g13-widow,G13-widow,,hybrid,,,earthy|floral|citrus,earthy|floral|citrus,,thc,,,Shantibaba,"G13-widow is a hybrid with flavors of earthy, floral, citrus.",Kushy cannabis-dataset|The Cannabis API (Piyush-Bhor),0.65
gg4,GG4,,hybrid,,caryophyllene,peppery|spicy|woody|hoppy,,caryophyllene|humulene,thc,,,,GG4 is a hybrid with Caryophyllene-forward terpene profile.,Lab terpene assays (analytical360/sclabs/psilabs via Terpene-Profile-Parser),0.65
gabriel-sherbet,Gabriel-sherbet,,hybrid,,,berry|mint|sweet,berry|mint|sweet,,thc,,,,"Gabriel-sherbet is a hybrid with flavors of berry, mint, sweet.",The Cannabis API (Piyush-Bhor),0.65
galactica-og,Galactica-og,,indica,,,earthy|herbal|pungent,earthy|herbal|pungent|spicy,,thc,,,,"Galactica-og is an indica with flavors of earthy, herbal, pungent.",The Cannabis API (Piyush-Bhor),0.65
game changer,Game Changer,,hybrid,,,apple|earthy|grape,apple|earthy|grape,,thc,WA flower lots test around 23% THC on average.,,,"Game Changer is a hybrid with flavors of apple, earthy, grape.",Kushy cannabis-dataset|The Cannabis API (Piyush-Bhor)|WA I-502 state lab tests (dolthub/cannabis-testing-wa),0.65
gandalf og,Gandalf Og,,indica,,,grape|pine|sweet,grape|pine|sweet,,thc,WA flower lots test around 16% THC on average.,,,"Gandalf Og is an indica with flavors of grape, pine, sweet.",Kushy cannabis-dataset|The Cannabis API (Piyush-Bhor)|WA I-502 state lab tests (dolthub/cannabis-testing-wa),0.65
ganesh berry,Ganesh Berry,,hybrid,,,berry|floral|sweet,berry|floral|sweet,,thc,WA flower lots test around 17% THC on average.,,,"Ganesh Berry is a hybrid with flavors of berry, floral, sweet.",The Cannabis API (Piyush-Bhor)|WA I-502 state lab tests (dolthub/cannabis-testing-wa),0.65
garlic-bud,Garlic-bud,,indica,,,earthy|peppery|woody,earthy|peppery|woody,,thc,,,Sensi Seeds,"Garlic-bud is an indica with flavors of earthy, peppery, woody.",Kushy cannabis-dataset|The Cannabis API (Piyush-Bhor),0.65
gas mask,Gas Mask,,indica,,,diesel|pungent,diesel|pungent,,thc,,,,"Gas Mask is an indica with flavors of diesel, pungent.",Lab terpene assays (analytical360/sclabs/psilabs via Terpene-Profile-Parser)|The Cannabis API (Piyush-Bhor),0.65
gatekeeper-og,Gatekeeper-og,,hybrid,,,earthy|floral|sweet,earthy|floral|sweet,,thc,,,,"Gatekeeper-og is a hybrid with flavors of earthy, floral, sweet.",The Cannabis API (Piyush-Bhor),0.65
gemstone,Gemstone,,hybrid,,,citrus|earthy|floral,citrus|earthy|floral,,thc,,,,"Gemstone is a hybrid with flavors of citrus, earthy, floral.",Kushy cannabis-dataset|The Cannabis API (Piyush-Bhor),0.65
georgia-pine,Georgia-pine,,hybrid,,,floral|pine|sweet,floral|pine|sweet,,thc,,,,"Georgia-pine is a hybrid with flavors of floral, pine, sweet.",The Cannabis API (Piyush-Bhor),0.65
gg-1,Gg-1,,hybrid,,,earthy|pine|pungent,earthy|pine|pungent,,thc,,,,"Gg-1 is a hybrid with flavors of earthy, pine, pungent.",The Cannabis API (Piyush-Bhor),0.65
gg-5,Gg-5,,hybrid,,,earthy|pungent|woody,earthy|pungent|woody,,thc,,,,"Gg-5 is a hybrid with flavors of earthy, pungent, woody.",The Cannabis API (Piyush-Bhor),0.65
ghost og moonshine,Ghost Og Moonshine,,indica,,,earthy|pine|pungent,earthy|pine|pungent|skunk,,thc,WA flower lots test around 22% THC on average.,,,"Ghost Og Moonshine is an indica with flavors of earthy, pine, pungent.",Kushy cannabis-dataset|The Cannabis API (Piyush-Bhor)|WA I-502 state lab tests (dolthub/cannabis-testing-wa),0.65
ghost-bubba,Ghost-bubba,,hybrid,,,grape|pungent|sweet,grape|pungent|sweet,,thc,,,,"Ghost-bubba is a hybrid with flavors of grape, pungent, sweet.",The Cannabis API (Piyush-Bhor),0.65
ghost-cookies,Ghost-cookies,,hybrid,,,berry|blueberry|earthy,berry|blueberry|earthy,,thc,,,,"Ghost-cookies is a hybrid with flavors of berry, blueberry, earthy.",The Cannabis API (Piyush-Bhor),0.65
ghost-ship,Ghost-ship,,indica,,,earthy|pungent|skunk,earthy|pungent|skunk,,thc,,,,"Ghost-ship is an indica with flavors of earthy, pungent, skunk.",Kushy cannabis-dataset|The Cannabis API (Piyush-Bhor),0.65
gi-001,Gi-001,,hybrid,,,citrus|lemon,citrus|lemon,,thc,,,,"Gi-001 is a hybrid with flavors of citrus, lemon.",The Cannabis API (Piyush-Bhor),0.65
gigabud,Gigabud,,indica,,,herbal|pine|spicy,herbal|pine|spicy|sweet|tropical,,thc,WA flower lots test around 19% THC on average.,,G13 Labs,"Gigabud is an indica with flavors of herbal, pine, spicy.",Kushy cannabis-dataset|Lab terpene assays (analytical360/sclabs/psilabs via Terpene-Profile-Parser)|The Cannabis API (Piyush-Bhor)|WA I-502 state lab tests (dolthub/cannabis-testing-wa),0.65
ginger-ale,Ginger-ale,,hybrid,,,berry|diesel|earthy,berry|diesel|earthy,,thc,,,Brothers Grimm Marijuana Seed Bank,"Ginger-ale is a hybrid with flavors of berry, diesel, earthy.",Kushy cannabis-dataset|The Cannabis API (Piyush-Bhor),0.65
girl scout cookie thin mint,Girl Scout Cookie Thin Mint,,hybrid,,caryophyllene,peppery|spicy|woody|hoppy,,caryophyllene|humulene,thc,,,,Girl Scout Cookie Thin Mint is a hybrid with Caryophyllene-forward terpene profile.,Lab terpene assays (analytical360/sclabs/psilabs via Terpene-Profile-Parser),0.65
girl scout cookies thin mint,Girl Scout Cookies Thin Mint,,hybrid,,humulene,hoppy|earthy|woody|peppery,,humulene|caryophyllene,thc,,,,Girl Scout Cookies Thin Mint is a hybrid with Humulene-forward terpene profile.,Lab terpene assays (analytical360/sclabs/psilabs via Terpene-Profile-Parser),0.65
glad-max,Glad-max,,hybrid,,,earthy|floral|sweet,earthy|floral|sweet,,thc,,,,"Glad-max is a hybrid with flavors of earthy, floral, sweet.",The Cannabis API (Piyush-Bhor),0.65
glass slipper,Glass Slipper,,hybrid,,,earthy|floral|sweet,earthy|floral|sweet,,thc,WA flower lots test around 21% THC on average.,,,"Glass Slipper is a hybrid with flavors of earthy, floral, sweet.",Kushy cannabis-dataset|Lab terpene assays (analytical360/sclabs/psilabs via Terpene-Profile-Parser)|The Cannabis API (Piyush-Bhor)|WA I-502 state lab tests (dolthub/cannabis-testing-wa),0.65
glass-apple,Glass-apple,,hybrid,,,apple|mint|sweet,apple|mint|sweet,,thc,,,,"Glass-apple is a hybrid with flavors of apple, mint, sweet.",The Cannabis API (Piyush-Bhor),0.65
glue tech,Glue Tech,,hybrid,,,berry|earthy|sweet,berry|earthy|sweet,,thc,WA flower lots test around 20% THC on average.,,,"Glue Tech is a hybrid with flavors of berry, earthy, sweet.",Lab terpene assays (analytical360/sclabs/psilabs via Terpene-Profile-Parser)|The Cannabis API (Piyush-Bhor)|WA I-502 state lab tests (dolthub/cannabis-testing-wa),0.65
gmo,Gmo,,hybrid,,myrcene,earthy|musky|herbal|citrus,,myrcene|limonene,thc,,,,Gmo is a hybrid with Myrcene-forward terpene profile.,Lab terpene assays (analytical360/sclabs/psilabs via Terpene-Profile-Parser),0.65
go time,Go Time,,hybrid,,,earthy|herbal|woody,earthy|herbal|woody,,thc,WA flower lots test around 23% THC on average.,,TGA Seeds,"Go Time is a hybrid with flavors of earthy, herbal, woody.",Kushy cannabis-dataset|The Cannabis API (Piyush-Bhor)|WA I-502 state lab tests (dolthub/cannabis-testing-wa),0.65
goat,Goat,,hybrid,,,earthy|lemon|herbal,earthy|lemon|herbal,,thc,,,,"Goat is a hybrid with flavors of earthy, lemon, herbal.",The Cannabis API (Piyush-Bhor),0.65
gobbilygoo,Gobbilygoo,,indica,,,berry|grape|floral,berry|grape|floral,,thc,WA flower lots test around 20% THC on average.,,Alpha Kronik Genes,"Gobbilygoo is an indica with flavors of berry, grape, floral.",Kushy cannabis-dataset|The Cannabis API (Piyush-Bhor)|WA I-502 state lab tests (dolthub/cannabis-testing-wa),0.65
gobbstopper,Gobbstopper,,indica,,,berry|herbal|spicy,berry|herbal|spicy|sweet,,thc,WA flower lots test around 16% THC on average.,,Alpha Kronik Genes,"Gobbstopper is an indica with flavors of berry, herbal, spicy.",Kushy cannabis-dataset|The Cannabis API (Piyush-Bhor)|WA I-502 state lab tests (dolthub/cannabis-testing-wa),0.65
god's treat,God's Treat,,hybrid,,,blueberry|earthy,blueberry|earthy,,thc,,,Jordan of the Island,"God's Treat is a hybrid with flavors of blueberry, earthy.",Kushy cannabis-dataset|Lab terpene assays (analytical360/sclabs/psilabs via Terpene-Profile-Parser),0.65
godberry,Godberry,,indica,,,berry|blueberry|earthy,berry|blueberry|earthy|sweet,,thc,WA flower lots test around 18% THC on average.,,,"Godberry is an indica with flavors of berry, blueberry, earthy.",Kushy cannabis-dataset|Lab terpene assays (analytical360/sclabs/psilabs via Terpene-Profile-Parser)|The Cannabis API (Piyush-Bhor)|WA I-502 state lab tests (dolthub/cannabis-testing-wa),0.65
godfather purple kush,Godfather Purple Kush,,indica,,,berry|herbal|pungent,berry|herbal|pungent|spicy,,thc,WA flower lots test around 16% THC on average.,,,"Godfather Purple Kush is an indica with flavors of berry, herbal, pungent.",Kushy cannabis-dataset|The Cannabis API (Piyush-Bhor)|WA I-502 state lab tests (dolthub/cannabis-testing-wa),0.65
gods-bubba,Gods-bubba,,indica,,,earthy|pungent|woody,earthy|pungent|woody,,thc,,,,"Gods-bubba is an indica with flavors of earthy, pungent, woody.",The Cannabis API (Piyush-Bhor),0.65
gods-green-crack,Gods-green-crack,,hybrid,,,earthy|sweet|woody,earthy|sweet|woody,,thc,,,,"Gods-green-crack is a hybrid with flavors of earthy, sweet, woody.",The Cannabis API (Piyush-Bhor),0.65
godzilla,Godzilla,,indica,,,berry|earthy|floral,berry|earthy|floral|woody,,thc,WA flower lots test around 16% THC on average.,,Ca̱a De Espa̱a,"Godzilla is an indica with flavors of berry, earthy, floral.",Kushy cannabis-dataset|The Cannabis API (Piyush-Bhor)|WA I-502 state lab tests (dolthub/cannabis-testing-wa),0.65
godzilla-glue,Godzilla-glue,,hybrid,,,herbal|spicy|sweet,herbal|spicy|sweet|tropical,,thc,,,,"Godzilla-glue is a hybrid with flavors of herbal, spicy, sweet.",The Cannabis API (Piyush-Bhor),0.65
gog-magog,Gog-magog,,indica,,,earthy|herbal|pungent,earthy|herbal|pungent|spicy,,thc,,,,"Gog-magog is an indica with flavors of earthy, herbal, pungent.",The Cannabis API (Piyush-Bhor),0.65
gold-kings-thai,Gold-kings-thai,,sativa,,,citrus|earthy,citrus|earthy,,thc,,,,"Gold-kings-thai is a sativa with flavors of citrus, earthy.",The Cannabis API (Piyush-Bhor),0.65
goldberry,Goldberry,,indica,,,earthy|mint|woody,earthy|mint|woody,,thc,,,,"Goldberry is an indica with flavors of earthy, mint, woody.",Kushy cannabis-dataset|The Cannabis API (Piyush-Bhor),0.65
golden gage,Golden Gage,,hybrid,,,citrus|herbal|peppery,citrus|herbal|peppery|spicy,,thc,WA flower lots test around 22% THC on average.,,Gage Green Group,"Golden Gage is a hybrid with flavors of citrus, herbal, peppery.",Kushy cannabis-dataset|The Cannabis API (Piyush-Bhor)|WA I-502 state lab tests (dolthub/cannabis-testing-wa),0.65
golden nugget,Golden Nugget,,hybrid,,,citrus|skunk|sweet,citrus|skunk|sweet,,thc,WA flower lots test around 20% THC on average.,,PAPA GANJA,"Golden Nugget is a hybrid with flavors of citrus, skunk, sweet.",Kushy cannabis-dataset|The Cannabis API (Piyush-Bhor)|WA I-502 state lab tests (dolthub/cannabis-testing-wa),0.65
golden panda,Golden Panda,,hybrid,,,citrus|pungent|sweet,citrus|pungent|sweet,,thc,WA flower lots test around 24% THC on average.,,,"Golden Panda is a hybrid with flavors of citrus, pungent, sweet.",Lab terpene assays (analytical360/sclabs/psilabs via Terpene-Profile-Parser)|The Cannabis API (Piyush-Bhor)|WA I-502 state lab tests (dolthub/cannabis-testing-wa),0.65
golden pineapple,Golden Pineapple,,hybrid,,,citrus|pineapple|tropical,citrus|pineapple|tropical,,thc,WA flower lots test around 22% THC on average.,,WallyDuck Seeds,"Golden Pineapple is a hybrid with flavors of citrus, pineapple, tropical.",Kushy cannabis-dataset|Lab terpene assays (analytical360/sclabs/psilabs via Terpene-Profile-Parser)|The Cannabis API (Piyush-Bhor)|WA I-502 state lab tests (dolthub/cannabis-testing-wa),0.65
golden tangie,Golden Tangie,,sativa,,,citrus|earthy|orange,citrus|earthy|orange,,thc,,,,"Golden Tangie is a sativa with flavors of citrus, earthy, orange.",Kushy cannabis-dataset|Lab terpene assays (analytical360/sclabs/psilabs via Terpene-Profile-Parser)|The Cannabis API (Piyush-Bhor),0.65
golden-calyx,Golden-calyx,,sativa,,,citrus|sweet|tropical,citrus|sweet|tropical,,thc,,,,"Golden-calyx is a sativa with flavors of citrus, sweet, tropical.",The Cannabis API (Piyush-Bhor),0.65
golden-state-banana,Golden-state-banana,,indica,,,citrus|sweet|tropical,citrus|sweet|tropical,,thc,,,,"Golden-state-banana is an indica with flavors of citrus, sweet, tropical.",The Cannabis API (Piyush-Bhor),0.65
golden-tiger,Golden-tiger,,sativa,,,apricot|lemon|mint,apricot|lemon|mint,,thc,,,,"Golden-tiger is a sativa with flavors of apricot, lemon, mint.",The Cannabis API (Piyush-Bhor),0.65
goo,Goo,,indica,,,berry|blueberry|sweet,berry|blueberry|sweet,,thc,WA flower lots test around 19% THC on average.,,,"Goo is an indica with flavors of berry, blueberry, sweet.",Kushy cannabis-dataset|Lab terpene assays (analytical360/sclabs/psilabs via Terpene-Profile-Parser)|The Cannabis API (Piyush-Bhor)|WA I-502 state lab tests (dolthub/cannabis-testing-wa),0.65
gooberry,Gooberry,,indica,,,berry|blueberry|sweet,berry|blueberry|sweet,,thc,WA flower lots test around 15% THC on average.,,TGA Seeds,"Gooberry is an indica with flavors of berry, blueberry, sweet.",Kushy cannabis-dataset|The Cannabis API (Piyush-Bhor)|WA I-502 state lab tests (dolthub/cannabis-testing-wa),0.65
good-medicine,Good-medicine,,hybrid,,,citrus|earthy|herbal,citrus|earthy|herbal|spicy,,thc,,,Bodhi Seeds,"Good-medicine is a hybrid with flavors of citrus, earthy, herbal.",Kushy cannabis-dataset|The Cannabis API (Piyush-Bhor),0.65
gorilla biscuit,Gorilla Biscuit,,indica,,,cheese|coffee|pine,cheese|coffee|pine,,thc,WA flower lots test around 22% THC on average.,,Seeds Of Compassion,"Gorilla Biscuit is an indica with flavors of cheese, coffee, pine.",Kushy cannabis-dataset|The Cannabis API (Piyush-Bhor)|WA I-502 state lab tests (dolthub/cannabis-testing-wa),0.65
gorilla cookies,Gorilla Cookies,,hybrid,,,earthy|mint|sweet,earthy|mint|sweet,,thc,WA flower lots test around 23% THC on average.,,,"Gorilla Cookies is a hybrid with flavors of earthy, mint, sweet.",Kushy cannabis-dataset|Lab terpene assays (analytical360/sclabs/psilabs via Terpene-Profile-Parser)|The Cannabis API (Piyush-Bhor)|WA I-502 state lab tests (dolthub/cannabis-testing-wa),0.65
